Price,Baths,Land size,Beds,House size,Seller_type,town,district
33000000,4,10,4,3450,Premium-Member,Piliyandala,Colombo
85000000,4,16,4,3500,Premium-Member,Battaramulla,Colombo
220000000,8,34,8,10000,Premium-Member,Nugegoda,Colombo
45000000,4,7,4,3800,Premium-Member,Battaramulla,Colombo
34000000,4,10,4,4300,Premium-Member,Piliyandala,Colombo
38000000,5,30,10,4000,Premium-Member,Kandana,Gampaha
115000000,4,22,5,4500,Premium-Member,Battaramulla,Colombo
34000000,4,9,4,2600,Premium-Member,Maharagama,Colombo
69000000,4,20,6,7200,Premium-Member,Maharagama,Colombo
85000000,4,12,4,5500,Premium-Member,Battaramulla,Colombo
70000000,3,10,4,3500,Premium-Member,Nawala,Colombo
32100000,3,10.5,4,3500,Member,Kandana,Gampaha
2990000,1,10,3,840,Premium-Member,Galle City,Galle
25500000,4,9.07,5,2800,Member,Piliyandala,Colombo
96000000,4,13.5,5,3350,Premium-Member,Battaramulla,Colombo
25000000,1,16.5,4,1300,Member,Wattala,Gampaha
170000000,7,24,6,14000,Premium-Member,Battaramulla,Colombo
19500000,4,7,4,2200,Premium-Member,Piliyandala,Colombo
8500000,1,6,3,1050,Premium-Member,Piliyandala,Colombo
21500000,4,9,4,2700,Premium-Member,Piliyandala,Colombo
170000000,7,24,6,14000,Premium-Member,Talawatugoda,Colombo
13000000,2,10,3,2700,Premium-Member,Piliyandala,Colombo
75000000,4,14,5,4000,Premium-Member,Talawatugoda,Colombo
13000000,2,6,4,1800,Premium-Member,Angoda,Colombo
28000000,2,10.5,4,2000,Premium-Member,Battaramulla,Colombo
47000000,4,11.7,5,3050,Premium-Member,Battaramulla,Colombo
52500000,4,12,5,2500,Premium-Member,Battaramulla,Colombo
40000000,3,12,5,1800,Premium-Member,Piliyandala,Colombo
7800000,1,11.34,3,2000,Premium-Member,Galle City,Galle
8900000,1,9.5,3,1800,Premium-Member,Kaduwela,Colombo
17500000,3,10,5,2500,Premium-Member,Kottawa,Colombo
28500000,4,6,6,1500,Premium-Member,Kolonnawa,Colombo
33500000,5,16,6,3000,Premium-Member,Kottawa,Colombo
7000000,1,7,3,1200,Premium-Member,Homagama,Colombo
23500000,4,7,4,3000,Premium-Member,Piliyandala,Colombo
48000000,8,13.5,9,3400,Premium-Member,Karapitiya,Galle
9500000,2,13,3,1500,Premium-Member,Galle City,Galle
24800000,4,6,4,2480,Premium-Member,Piliyandala,Colombo
28500000,4,9.5,8,3500,Premium-Member,Kaduwela,Colombo
33500000,4,16.2,6,3600,Premium-Member,Piliyandala,Colombo
7500000,1,80,5,1300,Premium-Member,Galle City,Galle
17500000,2,7.5,4,1800,Premium-Member,Kottawa,Colombo
29500000,4,13,6,3800,Premium-Member,Kottawa,Colombo
14000000,2,8,3,1546,Premium-Member,Piliyandala,Colombo
17500000,2,13,4,1830,Premium-Member,Kottawa,Colombo
27000000,3,7,4,2400,Premium-Member,Piliyandala,Colombo
170000000,5,27,6,7100,Premium-Member,Battaramulla,Colombo
27500000,4,7.5,4,2824,Premium-Member,Piliyandala,Colombo
6500000,1,2.5,3,600,Premium-Member,Kolonnawa,Colombo
78000000,3,13,4,3500,Premium-Member,Battaramulla,Colombo
19000000,2,18,4,2000,Premium-Member,Angoda,Colombo
170000000,4,11.9,4,4000,Premium-Member,Colombo 3,Colombo
120000000,3,43,5,4012,Premium-Member,Battaramulla,Colombo
230000000,9,25,9,10000,Premium-Member,Nugegoda,Colombo
11000000,1,9.5,2,1300,Premium-Member,Malabe,Colombo
7500000,2,3.5,3,800,Premium-Member,Kolonnawa,Colombo
11000000,1,9.5,2,1300,Premium-Member,Kaduwela,Colombo
64000000,7,17.5,5,2800,Premium-Member,Talawatugoda,Colombo
110000000,3,50.2,4,3000,Premium-Member,Talawatugoda,Colombo
60000000,4,15,4,3000,Premium-Member,Talawatugoda,Colombo
4500000,1,5.5,2,1500,Premium-Member,Kolonnawa,Colombo
22500000,3,8.5,4,3200,Premium-Member,Piliyandala,Colombo
9500000,2,3,2,800,Premium-Member,Wellampitiya,Colombo
24800000,3,6,4,2400,Premium-Member,Piliyandala,Colombo
25500000,3,7.5,4,2550,Premium-Member,Piliyandala,Colombo
49500000,4,10,4,4000,Premium-Member,Talawatugoda,Colombo
18800000,3,6.5,5,3000,Premium-Member,Piliyandala,Colombo
52500000,4,15,4,3000,Premium-Member,Talawatugoda,Colombo
28500000,4,15,4,3000,Premium-Member,Piliyandala,Colombo
5500000,1,2.5,2,600,Premium-Member,Wellampitiya,Colombo
145000000,6,2500,7,2500,Premium-Member,Colombo 7,Colombo
14000000,2,10,3,1350,Premium-Member,Athurugiriya,Colombo
19000000,2,11.4,4,1900,Premium-Member,Athurugiriya,Colombo
130000000,4,20,4,6300,Premium-Member,Rajagiriya,Colombo
10500000,2,3.25,2,900,Premium-Member,Wellampitiya,Colombo
21500000,4,9.5,4,2300,Premium-Member,Piliyandala,Colombo
9400000,2,3,2,800,Premium-Member,Wellampitiya,Colombo
23500000,3,8,3,1800,Premium-Member,Piliyandala,Colombo
27000000,3,7.5,5,2700,Premium-Member,Piliyandala,Colombo
29000000,4,10,4,2600,Premium-Member,Malabe,Colombo
28000000,4,10,4,2800,Premium-Member,Malabe,Colombo
26000000,3,7,4,2400,Premium-Member,Piliyandala,Colombo
48500000,4,14,6,3000,Premium-Member,Piliyandala,Colombo
45000000,3,6,5,2500,Member,Dehiwala,Colombo
22000000,2,15.4,4,3000,Premium-Member,Piliyandala,Colombo
18500000,2,10,3,1200,Premium-Member,Piliyandala,Colombo
23500000,3,7,5,3250,Premium-Member,Piliyandala,Colombo
14000000,3,12,3,1200,Premium-Member,Piliyandala,Colombo
35000000,3,19,4,3000,Premium-Member,Piliyandala,Colombo
16500000,2,7.5,3,1500,Premium-Member,Athurugiriya,Colombo
20500000,3,6.5,3,2000,Premium-Member,Athurugiriya,Colombo
32000000,3,20,5,3500,Premium-Member,Wattala,Gampaha
18500000,3,7.5,3,1500,Premium-Member,Malabe,Colombo
9800000,1,5.1,3,1200,Premium-Member,Malabe,Colombo
26500000,3,10.53,4,3100,Premium-Member,Negombo,Gampaha
30000000,2,20,4,2000,Premium-Member,Malabe,Colombo
3500000,1,10,2,850,Premium-Member,Galle City,Galle
33000000,3,12.6,4,2500,Premium-Member,Piliyandala,Colombo
15000000,2,17.5,3,2500,Premium-Member,Padukka,Colombo
33000000,3,16.5,4,2700,Member,Athurugiriya,Colombo
19500000,3,6.5,4,2000,Premium-Member,Piliyandala,Colombo
39000000,5,13.65,5,4000,Premium-Member,Piliyandala,Colombo
30500000,4,8,5,3700,Premium-Member,Piliyandala,Colombo
32000000,4,7.3,4,2750,Premium-Member,Wattala,Gampaha
14000000,2,10,3,1350,Premium-Member,Malabe,Colombo
16500000,2,7.5,3,1500,Premium-Member,Malabe,Colombo
25500000,5,7,4,2500,Premium-Member,Piliyandala,Colombo
97500000,7,23,7,7000,Premium-Member,Talawatugoda,Colombo
79000000,6,16,7,4000,Premium-Member,Talawatugoda,Colombo
19500000,2,12.5,3,1700,Premium-Member,Negombo,Gampaha
14200000,2,7.86,3,1100,Premium-Member,Malabe,Colombo
19000000,2,11.4,4,1900,Premium-Member,Malabe,Colombo
4100000,1,10.4,1,700,Premium-Member,Ganemulla,Gampaha
3500000,1,19,3,1000,Premium-Member,Veyangoda,Gampaha
37500000,2,12,4,3200,Premium-Member,Angoda,Colombo
32000000,2,9,3,2500,Member,Wattala,Gampaha
26500000,3,10,4,3500,Premium-Member,Negombo,Gampaha
32000000,3,13.03,5,2100,Premium-Member,Maharagama,Colombo
23500000,1,29,2,1350,Premium-Member,Negombo,Gampaha
31500000,3,23.6,8,23.6,Premium-Member,Moratuwa,Colombo
18900000,2,8.5,3,1800,Premium-Member,Gampaha City,Gampaha
44000000,5,12.5,6,6500,Premium-Member,Talawatugoda,Colombo
65000000,3,10.12,6,3500,Premium-Member,Dehiwala,Colombo
32500000,4,8.5,5,3651,Premium-Member,Piliyandala,Colombo
49500000,4,10,4,4000,Premium-Member,Talawatugoda,Colombo
12000000,1,12,3,1300,Premium-Member,Homagama,Colombo
32000000,4,9.5,8,6000,Premium-Member,Malabe,Colombo
23000000,4,7,4,2600,Premium-Member,Malabe,Colombo
13800000,1,6.25,2,754,Premium-Member,Kadawatha,Gampaha
26500000,3,6.5,4,2200,Premium-Member,Malabe,Colombo
23500000,4,6,4,2000,Premium-Member,Malabe,Colombo
25750000,6,6.62,4,1885,Premium-Member,Pannipitiya,Colombo
49500000,4,10,4,4200,Premium-Member,Battaramulla,Colombo
115000000,5,22,5,4500,Premium-Member,Battaramulla,Colombo
6500000,2,20,3,1300,Member,Veyangoda,Gampaha
45000000,4,11,5,3800,Premium-Member,Talawatugoda,Colombo
60000000,4,15,4,3000,Premium-Member,Talawatugoda,Colombo
15000000,1,10.5,2,1350,Premium-Member,Negombo,Gampaha
115000000,4,22,5,4500,Premium-Member,Talawatugoda,Colombo
105000000,3,50.17,4,3000,Premium-Member,Talawatugoda,Colombo
100000000,4,10,4,4500,Premium-Member,Talawatugoda,Colombo
45000000,4,11,5,3800,Premium-Member,Talawatugoda,Colombo
42500000,3,11,4,3500,Premium-Member,Talawatugoda,Colombo
26500000,3,10.5,4,3150,Premium-Member,Negombo,Gampaha
25000000,3,8.2,5,2500,Premium-Member,Kottawa,Colombo
73000000,8,5.4,9,1700,Premium-Member,Mount Lavinia,Colombo
47500000,3,8,4,3500,Premium-Member,Nugegoda,Colombo
29500000,3,20,4,2500,Premium-Member,Negombo,Gampaha
65000000,4,10,5,4000,Premium-Member,Malabe,Colombo
9900000,1,10,3,1350,Premium-Member,Negombo,Gampaha
12000000,1,7,2,950,Premium-Member,Pannipitiya,Colombo
28000000,4,10,5,3000,Member,Piliyandala,Colombo
9500000,1,10.6,3,1300,Member,Homagama,Colombo
60000000,7,15.7,10,5500,Premium-Member,Kadawatha,Gampaha
23500000,3,6,4,2000,Premium-Member,Malabe,Colombo
21000000,2,8,4,2500,Member,Moratuwa,Colombo
11000000,2,6.5,3,1100,Member,Piliyandala,Colombo
27000000,3,7.5,5,3214,Premium-Member,Piliyandala,Colombo
7500000,1,18.5,2,1500,Premium-Member,Kaduwela,Colombo
14000000,2,8,3,1546,Premium-Member,Piliyandala,Colombo
29500000,3,20,4,3500,Premium-Member,Negombo,Gampaha
26500000,2,12,4,2500,Member,Kandana,Gampaha
4800000,1,11.3,3,1500,Premium-Member,Ganemulla,Gampaha
33000000,3,8,4,3000,Premium-Member,Kottawa,Colombo
17000000,2,7.5,3,1950,Premium-Member,Malabe,Colombo
27000000,4,7,4,2900,Premium-Member,Kottawa,Colombo
36000000,4,12,4,4500,Member,Kandana,Gampaha
50000000,4,10,5,3500,Premium-Member,Talawatugoda,Colombo
36000000,4,8.5,4,2900,Premium-Member,Piliyandala,Colombo
85000000,4,11,5,4000,Premium-Member,Talawatugoda,Colombo
39000000,4,12.9,5,5500,Premium-Member,Negombo,Gampaha
80000,2,60,4,1500,Member,Galle City,Galle
42000000,4,8,4,4000,Premium-Member,Moratuwa,Colombo
27500000,4,7.5,4,2865,Premium-Member,Piliyandala,Colombo
28500000,4,10,5,3200,Premium-Member,Piliyandala,Colombo
21500000,4,9,4,2874,Premium-Member,Piliyandala,Colombo
18000000,3,11,3,1875,Premium-Member,Piliyandala,Colombo
33000000,4,10,4,3745,Premium-Member,Piliyandala,Colombo
21500000,3,9.5,3,2874,Premium-Member,Piliyandala,Colombo
27000000,4,7,4,2985,Premium-Member,Piliyandala,Colombo
25500000,4,7.5,4,2956,Premium-Member,Piliyandala,Colombo
26500000,4,20,5,4000,Premium-Member,Panadura,Kalutara
24500000,3,10,5,3500,Premium-Member,Piliyandala,Colombo
36700000,5,11.5,5,3852,Premium-Member,Piliyandala,Colombo
25500000,4,7,4,2965,Premium-Member,Piliyandala,Colombo
25500000,4,6,4,2865,Premium-Member,Piliyandala,Colombo
24800000,4,6,4,2986,Premium-Member,Piliyandala,Colombo
56000000,2,8,4,3250,Premium-Member,Battaramulla,Colombo
49500000,3,11.7,5,2350,Premium-Member,Kotte,Colombo
17500000,3,8.8,4,1,Premium-Member,Kaduwela,Colombo
21000000,2,12.5,3,2009,Member,Athurugiriya,Colombo
25500000,4,7.5,4,3200,Premium-Member,Boralesgamuwa,Colombo
27500000,4,7.5,4,3000,Premium-Member,Piliyandala,Colombo
27000000,3,7.5,5,3000,Premium-Member,Piliyandala,Colombo
16800000,3,11.5,3,1665,Premium-Member,Kesbewa,Colombo
24800000,4,6,4,2560,Premium-Member,Piliyandala,Colombo
72000000,3,9.25,3,2000,Premium-Member,Dehiwala,Colombo
60000000,2,6,3,2000,Premium-Member,Colombo 8,Colombo
230000000,4,12,4,5000,Premium-Member,Colombo 8,Colombo
7200000,1,6.5,3,700,Premium-Member,Piliyandala,Colombo
44000000,5,12.5,6,6500,Premium-Member,Talawatugoda,Colombo
7200000,1,6.5,3,700,Premium-Member,Piliyandala,Colombo
60000000,4,15,4,3000,Premium-Member,Battaramulla,Colombo
122000000,3,30,4,2500,Premium-Member,Dehiwala,Colombo
37000000,5,7.5,7,3000,Premium-Member,Kohuwala,Colombo
30000000,3,6,4,2500,Premium-Member,Dehiwala,Colombo
25800000,4,7,4,2561,Premium-Member,Piliyandala,Colombo
33000000,4,10,4,4200,Premium-Member,Piliyandala,Colombo
42000000,2,15,5,3200,Premium-Member,Boralesgamuwa,Colombo
16500000,2,7,3,1200,Member,Kottawa,Colombo
48500000,4,10,4,3000,Premium-Member,Talawatugoda,Colombo
48500000,4,10,4,3000,Premium-Member,Battaramulla,Colombo
10700000,2,12.7,4,1650,Premium-Member,Piliyandala,Colombo
14500000,2,10,5,2200,Member,Ja-Ela,Gampaha
25000000,2,10,3,2570,Premium-Member,Athurugiriya,Colombo
18500000,3,11,3,1400,Premium-Member,Kesbewa,Colombo
21500000,3,10.6,3,1800,Premium-Member,Piliyandala,Colombo
7700000,1,3.5,2,1200,Member,Wellampitiya,Colombo
17000000,2,6.5,2,1100,Premium-Member,Malabe,Colombo
16500000,1,20,3,1800,Premium-Member,Athurugiriya,Colombo
9000000,1,18,2,1875,Premium-Member,Ganemulla,Gampaha
30000000,3,12,3,2800,Member,Kandy City,Kandy
32000000,2,7.4,4,2000,Premium-Member,Battaramulla,Colombo
13000000,1,6,2,2400,Premium-Member,Maharagama,Colombo
130000000,2,11.1,3,1250,Member,Ragama,Gampaha
13500000,2,6,4,2400,Premium-Member,Maharagama,Colombo
36000000,4,6.58,8,1655,Premium-Member,Dehiwala,Colombo
7500000,1,15,3,1650,Premium-Member,Ganemulla,Gampaha
5000000,1,10,2,875,Premium-Member,Ganemulla,Gampaha
80000000,4,12,4,4000,Member,Talawatugoda,Colombo
14000000,2,10,3,1800,Premium-Member,Kottawa,Colombo
100000000,4,31.68,5,5000,Premium-Member,Boralesgamuwa,Colombo
29500000,3,11.6,4,3000,Member,Rajagiriya,Colombo
72500000,4,11,6,4750,Member,Talawatugoda,Colombo
20000000,2,4.4,3,1600,Member,Kandy City,Kandy
16000000,2,10,4,2300,Premium-Member,Ragama,Gampaha
12500000,2,7.1,3,1275,Premium-Member,Kadawatha,Gampaha
525600000,4,29.2,3,2000,Premium-Member,Colombo 7,Colombo
12000000,2,8.5,3,2149,Premium-Member,Seeduwa,Gampaha
120000000,7,20.5,5,5200,Premium-Member,Wattala,Gampaha
22500000,2,33,4,2300,Premium-Member,Gampaha City,Gampaha
32000000,4,7.3,3,2750,Premium-Member,Wattala,Gampaha
21000000,3,7.4,3,2000,Premium-Member,Wattala,Gampaha
21000000,2,20,4,2630,Premium-Member,Piliyandala,Colombo
37500000,2,47,3,2000,Premium-Member,Ganemulla,Gampaha
28500000,2,12,4,2850,Premium-Member,Wattala,Gampaha
145000000,6,15,6,5800,Premium-Member,Kotte,Colombo
15000000,2,12,5,2600,Premium-Member,Gampaha City,Gampaha
8700000,1,18.3,3,1196,Premium-Member,Kandana,Gampaha
12000000,2,15,4,2400,Premium-Member,Gampaha City,Gampaha
25000000,1,20,2,1500,Premium-Member,Athurugiriya,Colombo
14800000,2,7,2,1750,Member,Malabe,Colombo
29000000,1,85,4,2800,Member,Badulla City,Badulla
56000000,3,7.4,4,2500,Premium-Member,Dehiwala,Colombo
33500000,4,10,5,4200,Premium-Member,Athurugiriya,Colombo
55000000,2,12,4,3100,Premium-Member,Battaramulla,Colombo
26500000,3,10.5,4,3150,Premium-Member,Negombo,Gampaha
46000000,5,11.8,6,3500,Premium-Member,Nugegoda,Colombo
24000000,3,6,4,2100,Premium-Member,Malabe,Colombo
30000000,4,12.5,5,4000,Premium-Member,Boralesgamuwa,Colombo
37500000,3,10,4,2700,Premium-Member,Wattala,Gampaha
34000000,4,8.15,5,2400,Premium-Member,Nugegoda,Colombo
16000000,2,12,4,3000,Member,Homagama,Colombo
33000000,3,8,4,3000,Premium-Member,Talawatugoda,Colombo
31000000,3,29.5,3,1200,Premium-Member,Malabe,Colombo
575000000,7,11.5,5,4500,Member,Kandana,Gampaha
26500000,3,10.5,4,3150,Premium-Member,Negombo,Gampaha
66000000,2,29,5,4000,Premium-Member,Malabe,Colombo
8800000,2,12,2,1200,Premium-Member,Homagama,Colombo
12500000,2,7.1,3,1275,Premium-Member,Delgoda,Gampaha
13000000,2,16,4,2671,Member,Horana,Kalutara
27000000,4,7,4,2450,Premium-Member,Kottawa,Colombo
5000000,1,10.2,2,1015,Premium-Member,Athurugiriya,Colombo
12500000,2,7.1,3,1275,Premium-Member,Gampaha City,Gampaha
23500000,3,6,4,2000,Premium-Member,Malabe,Colombo
65000000,4,10,5,4000,Premium-Member,Malabe,Colombo
52500000,2,10.8,4,2200,Premium-Member,Dehiwala,Colombo
6300000,1,10,3,2723,Premium-Member,Negombo,Gampaha
28000000,3,6,3,2000,Member,Battaramulla,Colombo
114400000,3,17.68,3,2500,Premium-Member,Dehiwala,Colombo
25500000,3,20,4,4000,Premium-Member,Kaduwela,Colombo
25800000,4,7,4,2500,Premium-Member,Piliyandala,Colombo
98000000,4,19.6,4,5950,Premium-Member,Nugegoda,Colombo
75000000,3,20,5,3200,Premium-Member,Nugegoda,Colombo
16000000,1,10,3,2500,Premium-Member,Ambalangoda,Galle
57000000,3,24.5,6,4500,Premium-Member,Boralesgamuwa,Colombo
38500000,3,15,7,3060,Premium-Member,Boralesgamuwa,Colombo
15500000,3,22.5,3,5000,Member,Chilaw,Puttalam
15000000,1,12,3,1500,Member,Athurugiriya,Colombo
22500000,3,6.35,4,2000,Premium-Member,Malabe,Colombo
12500000,2,7.1,3,1275,Premium-Member,Kadawatha,Gampaha
23500000,2,12,6,2500,Premium-Member,Gampaha City,Gampaha
6000000,1,6,2,1200,Member,Minuwangoda,Gampaha
23500000,1,29,3,1350,Premium-Member,Negombo,Gampaha
9000000,2,6.14,1,1000,Member,Piliyandala,Colombo
18000000,2,6,2,1100,Member,Ratmalana,Colombo
51000000,5,6.8,7,3800,Premium-Member,Mount Lavinia,Colombo
12500000,2,7.1,3,1275,Premium-Member,Kadawatha,Gampaha
15800000,2,10,3,1600,Premium-Member,Kottawa,Colombo
7000000,1,10,2,1000,Premium-Member,Kalutara City,Kalutara
19500000,2,5,4,2000,Premium-Member,Boralesgamuwa,Colombo
18500000,3,8.9,4,1800,Member,Kaduwela,Colombo
32000000,3,23.6,8,3200,Premium-Member,Moratuwa,Colombo
27000000,4,10,5,3215,Premium-Member,Piliyandala,Colombo
25500000,4,6,4,2874,Premium-Member,Piliyandala,Colombo
27000000,4,7.5,4,2875,Premium-Member,Piliyandala,Colombo
14000000,2,8,3,1574,Premium-Member,Piliyandala,Colombo
15500000,1,10,3,1450,Premium-Member,Piliyandala,Colombo
59000000,2,11,4,2500,Premium-Member,Nugegoda,Colombo
8000000,1,14.9,2,3600,Member,Batticaloa City,Batticaloa
7200000,1,10.65,2,1450,Premium-Member,Panadura,Kalutara
35000000,3,9.5,4,2643,Member,Malabe,Colombo
26500000,3,10.5,4,3150,Premium-Member,Negombo,Gampaha
10500000,2,10.5,2,1200,Member,Kesbewa,Colombo
21000000,4,6,4,3100,Premium-Member,Boralesgamuwa,Colombo
3000000,1,50,2,950,Member,Ja-Ela,Gampaha
12500000,4,4.5,6,2700,Member,Wellampitiya,Colombo
6900000,1,12,3,1150,Premium-Member,Piliyandala,Colombo
47000000,5,14.7,4,4500,Premium-Member,Negombo,Gampaha
15000000,2,3.7,2,800,Premium-Member,Kolonnawa,Colombo
8500000,1,12.5,3,1200,Premium-Member,Gampaha City,Gampaha
12000000,1,14,3,1100,Premium-Member,Panadura,Kalutara
16800000,2,10.8,3,1650,Premium-Member,Panadura,Kalutara
27500000,3,10,4,3500,Member,Dehiwala,Colombo
12000000,2,10,3,1300,Premium-Member,Panadura,Kalutara
32000000,2,22,4,2600,Premium-Member,Panadura,Kalutara
22500000,4,20,4,3000,Premium-Member,Panadura,Kalutara
36000000,4,11.75,5,3800,Premium-Member,Kalutara City,Kalutara
6600000,1,10,3,1400,Member,Kalutara City,Kalutara
37000000,3,11,4,3500,Member,Kandana,Gampaha
34000000,2,38,6,3000,Premium-Member,Kalutara City,Kalutara
9900000,1,10,3,1425,Premium-Member,Negombo,Gampaha
14000000,1,6.23,3,1100,Premium-Member,Maharagama,Colombo
25000000,3,10,3,2000,Premium-Member,Athurugiriya,Colombo
16000000,2,17,4,2000,Premium-Member,Athurugiriya,Colombo
100000000,4,10,4,4000,Premium-Member,Kotte,Colombo
29100000,2,13,3,1870,Premium-Member,Nugegoda,Colombo
9600000,2,5.5,2,1497,Member,Matara City,Matara
33500000,5,16,6,3600,Premium-Member,Kottawa,Colombo
17500000,3,10,5,2500,Premium-Member,Kottawa,Colombo
50000000,4,10,5,3500,Premium-Member,Talawatugoda,Colombo
9900000,1,10,3,1365,Premium-Member,Negombo,Gampaha
210000000,6,15,5,6300,Premium-Member,Colombo 6,Colombo
33000000,3,8,4,3000,Premium-Member,Talawatugoda,Colombo
50000000,4,20,6,4200,Premium-Member,Ratmalana,Colombo
21000000,4,7,4,2450,Premium-Member,Malabe,Colombo
32500000,3,10.5,4,3000,Member,Kandana,Gampaha
42000000,4,17,5,4800,Member,Kundasale,Kandy
29500000,3,20,4,2500,Premium-Member,Negombo,Gampaha
50000000,2,15,5,2850,Member,Jaffna City,Jaffna
12000000,1,10,3,1210,Premium-Member,Homagama,Colombo
16000000,1,20,5,4000,Premium-Member,Baddegama,Galle
16500000,2,7.5,3,1250,Premium-Member,Malabe,Colombo
7500000,1,16,3,2000,Member,Anuradhapura City,Anuradhapura
23500000,4,7,4,2200,Premium-Member,Malabe,Colombo
37500000,3,16,5,3000,Premium-Member,Malabe,Colombo
49500000,4,10.12,4,2850,Premium-Member,Malabe,Colombo
17500000,2,12.5,5,2800,Premium-Member,Kadawatha,Gampaha
35000000,3,8.4,4,2500,Premium-Member,Piliyandala,Colombo
49500000,4,10,4,4000,Premium-Member,Talawatugoda,Colombo
79000000,6,16,7,3800,Premium-Member,Talawatugoda,Colombo
29800000,2,17,4,3600,Member,Homagama,Colombo
28000000,4,6,6,2800,Premium-Member,Dehiwala,Colombo
23500000,3,6,4,2000,Premium-Member,Malabe,Colombo
29500000,3,16.5,3,1200,Premium-Member,Malabe,Colombo
35000000,4,8,5,3600,Premium-Member,Malabe,Colombo
26500000,2,7,3,1250,Premium-Member,Malabe,Colombo
65000000,4,10,5,4000,Premium-Member,Talawatugoda,Colombo
15500000,1,6.8,3,2000,Premium-Member,Malabe,Colombo
8500000,1,160,3,1000,Member,Nikaweratiya,Kurunegala
16000000,2,10.5,3,1400,Premium-Member,Malabe,Colombo
17000000,2,7.5,3,1300,Premium-Member,Malabe,Colombo
11000000,2,8,3,1150,Premium-Member,Athurugiriya,Colombo
26500000,3,10.5,4,3150,Premium-Member,Negombo,Gampaha
36000000,4,10,4,3200,Premium-Member,Malabe,Colombo
7500000,1,10,3,1600,Member,Meegoda,Colombo
18500000,3,8.7,3,1873,Premium-Member,Ja-Ela,Gampaha
26000000,2,20.12,4,3000,Premium-Member,Kadawatha,Gampaha
36000000,4,10,4,3000,Premium-Member,Talawatugoda,Colombo
370000000,4,20,5,3000,Premium-Member,Colombo 7,Colombo
26000000,2,11,4,2400,Member,Kandana,Gampaha
49000000,4,15,5,3854,Premium-Member,Boralesgamuwa,Colombo
23500000,3,6,4,2500,Premium-Member,Malabe,Colombo
48000000,5,16,9,2400,Premium-Member,Ratmalana,Colombo
29000000,3,6.5,4,1800,Premium-Member,Boralesgamuwa,Colombo
27500000,2,16.5,5,3800,Premium-Member,Ja-Ela,Gampaha
27000000,4,7,4,2900,Premium-Member,Kottawa,Colombo
44000000,4,7.7,4,3300,Premium-Member,Talawatugoda,Colombo
29000000,4,10,4,2600,Premium-Member,Athurugiriya,Colombo
26500000,3,6.5,4,2800,Premium-Member,Malabe,Colombo
65000000,4,12.5,5,4000,Premium-Member,Talawatugoda,Colombo
9500000,1,7,3,1800,Member,Kandana,Gampaha
49500000,4,10,4,4200,Premium-Member,Talawatugoda,Colombo
60000000,4,15,4,4000,Premium-Member,Talawatugoda,Colombo
28000000,4,10,4,2800,Premium-Member,Athurugiriya,Colombo
17500000,3,10,5,2500,Premium-Member,Athurugiriya,Colombo
13000000,2,11,4,2100,Premium-Member,Negombo,Gampaha
33000000,4,8,4,3000,Premium-Member,Talawatugoda,Colombo
29500000,3,8,4,4000,Premium-Member,Talawatugoda,Colombo
14200000,3,7.6,3,1100,Premium-Member,Malabe,Colombo
33500000,4,16.2,6,3600,Premium-Member,Kottawa,Colombo
28000000,3,20,6,2300,Member,Malabe,Colombo
22500000,4,6.3,4,2200,Premium-Member,Malabe,Colombo
27000000,4,10,7,3800,Premium-Member,Malabe,Colombo
12500000,2,7.5,4,1700,Premium-Member,Homagama,Colombo
26500000,3,10.5,4,3100,Premium-Member,Negombo,Gampaha
21500000,4,9.5,4,2300,Premium-Member,Piliyandala,Colombo
27000000,3,7,4,2400,Premium-Member,Kottawa,Colombo
28500000,4,15,4,3000,Premium-Member,Piliyandala,Colombo
25500000,3,7.5,4,2550,Premium-Member,Piliyandala,Colombo
12000000,2,6.7,3,1200,Premium-Member,Kadawatha,Gampaha
23500000,3,7,5,3250,Premium-Member,Piliyandala,Colombo
30500000,4,8,5,3700,Premium-Member,Piliyandala,Colombo
25500000,5,7,4,2500,Premium-Member,Piliyandala,Colombo
41000000,3,7,6,2450,Member,Katugastota,Kandy
27000000,3,7.5,5,2700,Premium-Member,Piliyandala,Colombo
29500000,3,12,4,3000,Premium-Member,Kottawa,Colombo
19500000,3,6.5,4,2000,Premium-Member,Piliyandala,Colombo
24800000,3,6,4,2400,Premium-Member,Piliyandala,Colombo
35000000,3,6,4,2700,Premium-Member,Battaramulla,Colombo
27000000,4,7,4,2900,Premium-Member,Pannipitiya,Colombo
14200000,2,7.6,3,1070,Premium-Member,Malabe,Colombo
29500000,3,20,4,3500,Premium-Member,Negombo,Gampaha
6500000,1,5,2,1200,Premium-Member,Alutgama,Kalutara
36000000,3,7.8,4,3600,Premium-Member,Malabe,Colombo
22000000,2,14.3,4,2500,Member,Piliyandala,Colombo
55000000,5,12,5,4300,Premium-Member,Malabe,Colombo
27000000,4,7,4,2900,Premium-Member,Kottawa,Colombo
29000000,4,6.2,4,2800,Member,Nugegoda,Colombo
6500000,2,2,2,18.36,Premium-Member,Galle City,Galle
58000000,3,20,5,3200,Premium-Member,Battaramulla,Colombo
75000000,4,24,4,4800,Premium-Member,Talawatugoda,Colombo
72000000,4,9.25,3,1900,Premium-Member,Dehiwala,Colombo
12500000,1,20,3,1400,Premium-Member,Homagama,Colombo
18500000,2,11.4,4,1900,Premium-Member,Malabe,Colombo
35000000,2,22,4,2800,Premium-Member,Homagama,Colombo
